Boundary number,Yr_pass,Day_orbit,Hour,Minute,Second,Orbit_number,X_MSO (km),Y_MSO (km),Z_MSO (km)
7,2013,22,0,38,39,1639,3645.672,3511.263,-915.956
8,2013,22,0,42,4,1639,3748.109,3668.695,-1358.238
1,2013,22,4,23,31,1640,-2007.897,-70.409,-12353.374
2,2013,22,4,36,30,1640,-2445.966,-496.816,-12148.216
3,2013,22,6,39,19,1640,-5007.516,-3711.708,-5622.67
4,2013,22,6,53,32,1640,-4906.904,-3812.918,-4233.308
5,2013,22,8,21,35,1640,2725.239,2245.601,1325.348
6,2013,22,8,27,2,1640,3139.571,2712.642,626.672
7,2013,22,8,40,33,1640,3773.759,3525.292,-1152.428
8,2013,22,8,40,39,1640,3776.812,3529.806,-1165.363
1,2013,22,13,20,23,1641,-3811.7,-1811.19,-10818.217
2,2013,22,13,30,54,1641,-4090.8,-2117.474,-10346.123
3,2013,22,14,56,39,1641,-4936.659,-3720.518,-3915.789
4,2013,22,15,3,13,1641,-4810.165,-3707.854,-3204.668
5,2013,22,16,21,26,1641,2749.52,2170.911,1353.471
6,2013,22,16,27,43,1641,3233.587,2696.276,547.213
7,2013,22,16,56,31,1641,4128.33,3960.746,-3111.639
8,2013,22,16,57,39,1641,4135.082,3984.358,-3243.209
1,2013,22,20,57,49,1642,-3162.114,-1055.889,-11631.208
2,2013,22,21,34,14,1642,-4213.472,-2125.862,-10187.791
3,2013,22,22,30,29,1642,-5133.803,-3391.702,-6422.49
4,2013,22,22,52,56,1642,-5061.408,-3612.433,-4311.158
5,2013,23,0,23,17,1642,2947.639,2273.903,1131.301
6,2013,23,0,24,27,1642,3042.73,2372.241,982.37
7,2013,23,0,48,51,1642,4113.219,3677.029,-2181.774
8,2013,23,0,51,4,1642,4148.711,3742.404,-2453.05
1,2013,23,5,10,1,1643,-3563.618,-1351.876,-11230.549
2,2013,23,5,15,59,1643,-3743.539,-1525.714,-11004.503
3,2013,23,6,57,31,1643,-5067.771,-3520.834,-3840.392
4,2013,23,7,3,35,1643,-4947.588,-3511.628,-3181.033
5,2013,23,8,19,51,1643,2667.414,1899.994,1565.123
6,2013,23,8,21,38,1643,2839.415,2064.736,1347.908
7,2013,23,8,31,33,1643,3570.036,2812.061,61.735
8,2013,23,8,31,44,1643,3580.393,2823.445,37.454
1,2013,23,13,40,36,1644,-4450.507,-2117.076,-9868.934
2,2013,23,13,56,21,1644,-4806.475,-2507.186,-8956.37
3,2013,23,14,39,51,1644,-5282.465,-3302.055,-5602.844
4,2013,23,14,56,26,1644,-5155.221,-3415.816,-3963.259
5,2013,23,16,20,50,1644,2796.637,1929.466,1455.714
6,2013,23,16,21,50,1644,2892.674,2018.297,1332.763
7,2013,23,16,30,44,1644,3573.609,2684.24,180.34
8,2013,23,16,32,27,1644,3673.43,2789.363,-46.945
1,2013,23,21,43,57,1645,-4572.215,-2108.216,-9691.868
2,2013,23,21,44,17,1645,-4580.358,-2116.531,-9673.443
3,2013,23,22,43,42,1645,-5339.189,-3232.611,-5248.689
4,2013,23,23,2,2,1645,-5122.217,-3311.935,-3369.115
5,2013,24,0,22,28,1645,2986.286,2006.639,1263.574
6,2013,24,0,24,21,1645,3154.471,2159.362,1025.22
7,2013,24,0,35,56,1645,3906.674,2900.095,-496.781
8,2013,24,0,37,7,1645,3960.632,2959.103,-652.405
1,2013,24,5,40,8,1646,-4513.149,-1917.653,-9902.685
2,2013,24,5,40,59,1646,-4535.193,-1938.8,-9857.513
3,2013,24,6,28,30,1646,-5371.796,-2929.902,-6618.095
4,2013,24,6,56,16,1646,-5293.283,-3201.313,-3997.12
5,2013,24,8,18,48,1646,2640.641,1619.212,1716.315
6,2013,24,8,20,4,1646,2778.625,1734.088,1567.051
7,2013,24,8,31,7,1646,3695.946,2550.652,150.608
8,2013,24,8,32,4,1646,3753.991,2606.818,24.871
1,2013,24,13,40,36,1647,-4560.174,-1833.297,-9882.443
2,2013,24,13,47,0,1647,-4723.895,-1986.732,-9530.433
3,2013,24,14,26,32,1647,-5413.738,-2786.483,-6788.633
4,2013,24,14,51,38,1647,-5415.203,-3070.116,-4483.74
5,2013,24,16,19,10,1647,2706.857,1590.778,1682.7
6,2013,24,16,23,2,1647,3106.956,1915.574,1212.185
7,2013,24,16,33,50,1647,3906.011,2622.023,-198.338
8,2013,24,16,35,32,1647,3996.399,2709.903,-422.867
1,2013,24,21,45,58,1648,-4734.251,-1862.079,-9593.652
2,2013,24,21,46,2,1648,-4735.95,-1863.626,-9589.9
3,2013,24,22,46,51,1648,-5513.759,-2921.567,-4967.642
4,2013,24,22,50,45,1648,-5485.993,-2950.547,-4580.934
5,2013,25,0,17,34,1648,2541.588,1384.81,1874.322
6,2013,25,0,19,53,1648,2812.054,1589.562,1607.517
7,2013,25,0,27,22,1648,3519.231,2154.522,665.374
8,2013,25,0,37,52,1648,4162.578,2732.224,-718.983
1,2013,25,5,24,13,1649,-4140.294,-1244.76,-10683.419
2,2013,25,5,31,8,1649,-4352.613,-1413.095,-10367.616
3,2013,25,6,0,25,1649,-5111.296,-2075.063,-8723.289
4,2013,25,6,23,29,1649,-5490.626,-2506.676,-7050.237
5,2013,25,8,24,51,1649,3342.426,1905.313,1001.574
6,2013,25,8,26,9,1649,3457.016,1995.03,834.051
7,2013,25,8,31,45,1649,3876.309,2337.912,98.557
8,2013,25,8,40,29,1649,4330.067,2750.925,-1049.497
1,2013,25,13,22,33,1650,-4107.544,-1114.908,-10759.203
2,2013,25,13,34,51,1650,-4488.674,-1405.312,-10191.016
3,2013,25,14,26,50,1650,-5575.122,-2440.919,-6783.942
4,2013,25,14,33,20,1650,-5623.748,-2534.131,-6231.701
5,2013,25,16,24,17,1650,3322.26,1789.71,1084.041
6,2013,25,16,26,43,1650,3541.116,1953.475,770.834
7,2013,25,16,34,37,1650,4097.438,2398.516,-269.914
8,2013,25,16,40,52,1650,4400.627,2670.606,-1088.569
1,2013,25,21,23,58,1651,-4172.141,-1058.045,-10701.811
2,2013,25,21,42,13,1651,-4727.719,-1471.079,-9814.093
3,2013,25,22,31,35,1651,-5663.826,-2388.616,-6390.361
4,2013,25,22,42,30,1651,-5698.095,-2521.576,-5407.567
5,2013,26,0,23,51,1651,3310.367,1683.525,1149.12
6,2013,26,0,26,26,1651,3551.201,1854.837,818.018
7,2013,26,0,36,33,1651,4251.446,2395.808,-514.066
8,2013,26,0,37,5,1651,4279.213,2419.265,-584.183
1,2013,26,5,24,23,1652,-4203.078,-975.512,-10687.425
2,2013,26,5,25,28,1652,-4238.711,-999.883,-10639.772
3,2013,26,6,19,57,1652,-5586.725,-2089.911,-7348.847
4,2013,26,6,34,52,1652,-5732.515,-2308.395,-6111.277
5,2013,26,8,24,16,1652,3380.132,1634.617,1106.511
6,2013,26,8,27,18,1652,3659.902,1825.98,715.864
7,2013,26,8,39,43,1652,4455.64,2430.139,-917.825
8,2013,26,8,40,54,1652,4507.545,2474.941,-1071.477
1,2013,26,13,19,18,1653,-4045.474,-770.762,-10905.951
2,2013,26,13,19,26,1653,-4050.083,-773.7,-10900.5
3,2013,26,14,35,19,1653,-5782.108,-2187.919,-6078.706
4,2013,26,14,49,46,1653,-5774.727,-2338.081,-4719.175
5,2013,26,16,22,8,1653,3182.467,1413.966,1383.479
6,2013,26,16,25,12,1653,3499.437,1615.02,997.852
7,2013,26,16,37,28,1653,4393.3,2241.236,-612.778
8,2013,26,16,38,23,1653,4440.283,2278.165,-732.907
1,2013,26,21,54,24,1654,-5138.727,-1393.716,-9129.14
2,2013,26,21,56,18,1654,-5187.048,-1429.712,-9012.05
3,2013,26,22,47,43,1654,-5835.473,-2192.856,-4929.805
4,2013,26,22,51,59,1654,-5807.391,-2227.205,-4504.56
5,2013,27,0,19,18,1654,2866.08,1142.116,1731.778
6,2013,27,0,20,29,1654,3012.243,1226.256,1593.054
7,2013,27,0,27,29,1654,3739.512,1666.15,713.357
8,2013,27,0,32,21,1654,4123.137,1917.904,73.239
1,2013,27,5,34,58,1655,-4595.966,-905.001,-10206.745
2,2013,27,5,37,29,1655,-4675.686,-954.731,-10080.359
3,2013,27,6,39,57,1655,-5888.644,-1983.847,-5675.306
4,2013,27,6,46,59,1655,-5884.81,-2055.79,-5009.494
5,2013,27,8,21,0,1655,3091.969,1188.653,1541.18
6,2013,27,8,23,32,1655,3379.745,1350.495,1230.03
7,2013,27,8,32,17,1655,4154.752,1819.457,93.173
8,2013,27,8,32,55,1655,4199.287,1848.44,9.459
1,2013,27,13,31,34,1656,-4498.584,-735.405,-10375.998
2,2013,27,13,47,54,1656,-5007.44,-1043.322,-9523.106
3,2013,27,14,33,7,1656,-5894.326,-1769.112,-6293.763
4,2013,27,14,38,6,1656,-5923.88,-1829.834,-5851.818
5,2013,27,16,19,57,1656,2977.84,1046.357,1675.479
6,2013,27,16,23,27,1656,3391.655,1265.094,1250.945
7,2013,27,16,30,28,1656,4050.924,1638.834,344.21
8,2013,27,16,33,7,1656,4248.494,1759.4,-5.702
1,2013,27,21,36,37,1657,-4676.594,-725.384,-10133.334
2,2013,27,21,37,30,1657,-4705.194,-741.54,-10088.637
3,2013,27,22,36,24,1657,-5953.477,-1674.971,-6012.286
4,2013,27,22,50,34,1657,-5952.794,-1819.904,-4672.295
5,2013,28,0,20,16,1657,3031.226,993.841,1648.251
6,2013,28,0,21,43,1657,3210.411,1082.508,1474.993
7,2013,28,0,36,9,1657,4481.987,1781.192,-394.685
8,2013,28,0,39,48,1657,4684.768,1912.144,-873.029
1,2013,28,5,24,31,1658,-4270.484,-402.422,-10705.005
2,2013,28,5,25,41,1658,-4312.158,-423.338,-10653.906
3,2013,28,6,40,35,1658,-6007.084,-1585.689,-5640.498
4,2013,28,6,49,13,1658,-5999.607,-1671.544,-4815.118
5,2013,28,8,23,43,1658,3457.937,1115.938,1238.961
6,2013,28,8,25,13,1658,3620.118,1195.329,1049.453
7,2013,28,8,33,40,1658,4352.464,1580.588,-55.382
8,2013,28,8,35,48,1658,4494.956,1662.701,-336.976
1,2013,28,13,23,26,1659,-4233.992,-284.345,-10755.779
2,2013,28,13,24,41,1659,-4279.466,-305.751,-10701.813
3,2013,28,14,26,28,1659,-5922.508,-1275.61,-6876.844
4,2013,28,14,40,33,1659,-6040.431,-1446.024,-5651.644
5,2013,28,16,22,59,1659,3389.265,993.706,1341.014
6,2013,28,16,25,33,1659,3673.393,1124.168,1018.08
7,2013,28,16,34,33,1659,4444.173,1510.282,-160.305
8,2013,28,16,38,12,1659,4672.744,1638.715,-640.693
1,2013,28,21,27,47,1660,-4392.698,-255.525,-10568.509
2,2013,28,21,31,53,1660,-4538.159,-321.878,-10378.505
3,2013,28,22,18,8,1660,-5815.756,-1025.861,-7541.928
4,2013,28,22,36,9,1660,-6047.743,-1255.376,-6058.042
5,2013,29,0,23,2,1660,3407.784,913.151,1345.751
6,2013,29,0,24,27,1660,3570.429,982.643,1168.937
7,2013,29,0,30,54,1660,4194.37,1265.838,333.379
8,2013,29,0,38,55,1660,4746.09,1549.72,-722.581
1,2013,29,5,40,14,1661,-4825.807,-341.642,-9966.985
2,2013,29,5,46,38,1661,-5032.32,-438.155,-9620.7
3,2013,29,6,38,5,1661,-6086.32,-1134.233,-5893.026
4,2013,29,6,43,18,1661,-6105.819,-1190.189,-5412.002
5,2013,29,8,22,39,1661,3372.111,810.841,1403.924
6,2013,29,8,24,3,1661,3537.746,876.537,1230.462
7,2013,29,8,36,3,1661,4601.399,1345.635,-334.123
8,2013,29,8,37,15,1661,4678.008,1384.155,-492.02
1,2013,29,13,23,32,1662,-4230.928,15.35,-10763.841
2,2013,29,13,39,11,1662,-4792.141,-211.212,-10026.505
3,2013,29,14,33,12,1662,-6070.625,-933.961,-6332.85
4,2013,29,14,40,14,1662,-6121.143,-1012.397,-5705.691
5,2013,29,16,21,41,1662,3258.41,682.975,1532.213
6,2013,29,16,22,28,1662,3357.397,718.713,1437.428
7,2013,29,16,35,49,1662,4611.106,1226.29,-291.098
8,2013,29,16,36,26,1662,4652.176,1245.476,-372.327
1,2013,29,21,21,38,1663,-4151.013,143.327,-10848.159
2,2013,29,21,33,38,1663,-4596.528,-20.184,-10308.621
3,2013,29,22,16,23,1663,-5829.702,-586.241,-7695.068
4,2013,29,22,37,36,1663,-6126.512,-836.69,-5953.199
5,2013,30,0,23,31,1663,3492.305,678.446,1319.699
6,2013,30,0,27,2,1663,3885.526,817.295,874.268
7,2013,30,0,41,38,1663,4979.847,1273.309,-1039.362
8,2013,30,0,43,13,1663,5057.178,1312.649,-1243.528
1,2013,30,5,5,26,1664,-3486.779,448.462,-11454.836
2,2013,30,5,8,43,1664,-3623.054,407.383,-11344.089
3,2013,30,6,29,37,1664,-6062.027,-599.529,-6654.312
4,2013,30,6,38,22,1664,-6148.317,-695.954,-5892.718
5,2013,30,8,22,46,1664,3404.423,561.524,1423.439
6,2013,30,8,24,4,1664,3563.529,611.527,1262.971
7,2013,30,8,41,4,1664,4975.463,1136.602,-953.385
8,2013,30,8,42,6,1664,5029.173,1161.652,-1087.177
1,2013,30,13,9,41,1665,-3645.866,485.256,-11313.995
2,2013,30,13,40,33,1665,-4826.577,122.172,-9971.126
3,2013,30,14,37,41,1665,-6156.58,-537.844,-5962.881
4,2013,30,14,44,40,1665,-6189.353,-609.712,-5318.077
5,2013,30,16,17,51,1665,2716.131,289.476,2000.727
6,2013,30,16,21,8,1665,3191.398,415.314,1630.907
7,2013,30,16,25,27,1665,3728.777,569.034,1100.992
8,2013,30,16,40,12,1665,4949.424,992.257,-827.958
1,2013,30,21,37,39,1666,-4714.576,273.31,-10125.23
2,2013,30,21,50,52,1666,-5160.932,126.91,-9407.174
3,2013,30,22,33,48,1666,-6129.825,-344.923,-6314.079
4,2013,30,22,39,49,1666,-6181.01,-407.492,-5778.657
5,2013,31,0,23,17,1666,3471.078,405.018,1383.484
6,2013,31,0,23,53,1666,3545.604,424.459,1309.464
7,2013,31,0,28,56,1666,4102.858,579.068,665.024
8,2013,31,0,32,42,1666,4444.406,683.92,170.682
1,2013,31,5,27,21,1667,-4316.857,494.401,-10619.515
2,2013,31,5,29,12,1667,-4387.682,476.028,-10536.099
3,2013,31,6,37,15,1667,-6167.958,-226.76,-6019.272
4,2013,31,6,44,49,1667,-6209.536,-302.779,-5322.379
5,2013,31,8,22,28,1667,3363.23,291.502,1494.808
6,2013,31,8,27,41,1667,3979.035,440.58,839.983
7,2013,31,8,38,1,1667,4848.15,694.688,-516.506
8,2013,31,8,39,1,1667,4911.8,716.497,-647.513
1,2013,31,13,29,1,1668,-4361.252,588.402,-10549.334
2,2013,31,13,32,10,1668,-4481,559.971,-10403.388
3,2013,31,14,32,58,1668,-6124.658,-28.135,-6403.553
4,2013,31,14,40,23,1668,-6193.5,-101.976,-5745.221
5,2013,31,16,20,18,1668,3057.644,145.947,1761.565
6,2013,31,16,22,20,1668,3339.703,200.749,1522.781
7,2013,31,16,32,16,1668,4421.026,446.463,254.162
8,2013,31,16,33,39,1668,4537.323,477.51,71.856
1,2013,31,21,29,11,1669,-4345.16,698.139,-10546.72
2,2013,31,21,38,53,1669,-4708.132,618.935,-10078.918
3,2013,31,22,33,15,1669,-6124.19,125.461,-6388.102
4,2013,31,22,38,28,1669,-6177.654,74.831,-5928.578
5,2013,32,0,22,35,1669,3364.717,119.361,1504.77
6,2013,32,0,24,51,1669,3652.851,171.368,1226.165
7,2013,32,0,31,13,1669,4328.747,310.147,405.657
8,2013,32,0,35,13,1669,4665.076,391.107,-121.188
1,2013,32,5,30,39,1670,-4376.215,799.501,-10484.547
2,2013,32,5,41,48,1670,-4789.834,718.301,-9933.51
3,2013,32,6,30,7,1670,-6073.792,312.501,-6663.409
4,2013,32,6,35,20,1670,-6140.667,263.792,-6216.241
5,2013,32,8,20,55,1670,3123.06,-2.066,1713.765
6,2013,32,8,24,12,1670,3564.017,62.798,1319.722
7,2013,32,8,37,1,1670,4800.206,300.736,-344.459
8,2013,32,8,37,16,1670,4817.868,305.045,-377.326
1,2013,32,13,21,57,1671,-4002.656,964.076,-10870.447
2,2013,32,13,34,7,1671,-4480.349,891.747,-10326.267
3,2013,32,14,25,13,1671,-5979.932,513.468,-7074.288
4,2013,32,14,38,6,1671,-6157.613,398.279,-5980.553
5,2013,32,16,18,52,1671,2801.086,-117.396,1955.227
6,2013,32,16,21,50,1671,3238.01,-69.952,1618.641
7,2013,32,16,32,39,1671,4451.935,105.834,244.629
8,2013,32,16,34,13,1671,4584.939,130.679,38.259
1,2013,32,21,24,32,1672,-4073.826,1056.744,-10766.706
2,2013,32,21,24,36,1672,-4076.506,1056.429,-10763.857
3,2013,32,22,31,27,1672,-6062.696,618.622,-6569.398
4,2013,32,22,47,22,1672,-6196.283,473.869,-5127.968
5,2013,33,0,23,40,1672,3469.285,-132.865,1410.871
6,2013,33,0,24,33,1672,3582.366,-121.397,1302.164
7,2013,33,0,56,28,1672,5685.691,296.493,-2767.581
8,2013,33,1,0,15,1672,5764.846,341.139,-3210.154
1,2013,33,5,21,15,1673,-3904.017,1176.049,-10908.753
2,2013,33,5,34,49,1673,-4441.043,1123.735,-10303.615
3,2013,33,6,41,27,1673,-6151.948,693.757,-5696.229
4,2013,33,6,49,52,1673,-6182.287,614.4,-4894.734
5,2013,33,8,19,39,1673,2881.708,-260.58,1892.424
6,2013,33,8,21,2,1673,3087.897,-249.362,1736.364
7,2013,33,8,38,20,1673,4882.573,-66.382,-475.005
8,2013,33,8,38,59,1673,4926.657,-58.807,-560.168
1,2013,33,13,9,4,1674,-3349.644,1304.625,-11370.185
2,2013,33,13,19,37,1674,-3796.697,1283.845,-10979.486
3,2013,33,14,6,25,1674,-5463.585,1106.177,-8485.974
4,2013,33,14,25,0,1674,-5905.227,989.583,-7118.572
5,2013,33,16,25,13,1674,3629.45,-309.367,1245.895
6,2013,33,16,27,14,1674,3869.283,-295.416,991.274
7,2013,33,16,35,23,1674,4652.603,-226.623,-72.623
8,2013,33,16,40,47,1674,5033.288,-174.107,-780.685
1,2013,33,21,17,8,1675,-3649.736,1388.526,-11081.519
2,2013,33,21,18,22,1675,-3701.361,1387.257,-11033.659
3,2013,33,22,40,26,1675,-6092.585,1033.869,-5809.99
4,2013,33,22,49,10,1675,-6136.988,954.729,-4985.405
5,2013,34,0,18,44,1675,2688.757,-414.571,2014.942
6,2013,34,0,20,28,1675,2956.51,-415.736,1825.369
7,2013,34,0,23,59,1675,3449.635,-411.388,1411.587
8,2013,34,0,29,52,1675,4134.196,-388.171,665.856
1,2013,34,5,3,20,1676,-3007.845,1478.871,-11565.202
2,2013,34,5,25,52,1676,-3962.866,1486.245,-10730.025
3,2013,34,6,39,56,1676,-6054.864,1204.868,-5865.952
4,2013,34,6,45,20,1676,-6094.344,1158.741,-5365.502
5,2013,34,8,20,18,1676,2903.42,-495.482,1856.322
6,2013,34,8,22,26,1676,3213.522,-502.748,1611.075
7,2013,34,8,28,44,1676,3991.783,-504.042,827.095
8,2013,34,8,28,59,1676,4018.706,-503.569,794.82
1,2013,34,13,44,16,1677,-4618.013,1593.415,-9846.295
2,2013,34,13,46,59,1677,-4714.826,1590.722,-9698.446
3,2013,34,14,30,48,1677,-5896.784,1436.947,-6672.686
4,2013,34,14,41,6,1677,-6027.518,1363.171,-5770.497
5,2013,34,16,21,14,1677,3011.802,-582.448,1763.496
6,2013,34,16,22,23,1677,3176.722,-590.598,1630.116
7,2013,34,16,28,51,1677,3977.731,-614.476,826.603
8,2013,34,16,31,35,1677,4257.072,-615.232,471.219
1,2013,34,21,37,53,1678,-4329.5,1718.487,-10182.982
2,2013,34,21,42,24,1678,-4497.311,1720.97,-9951.976
3,2013,34,22,33,53,1678,-5898.451,1582.654,-6421.205
4,2013,34,22,45,2,1678,-6014.557,1499.599,-5416.251
5,2013,35,0,23,32,1678,3302.344,-689.64,1506.732
6,2013,35,0,24,30,1678,3430.091,-698.141,1389.43
7,2013,35,0,34,6,1678,4458.883,-737.39,155.986
8,2013,35,0,34,57,1678,4531.234,-737.615,44.155
1,2013,35,5,8,25,1679,-3071.586,1745.87,-11413.437
2,2013,35,5,24,22,1679,-3741.949,1805.906,-10810.281
3,2013,35,6,33,30,1679,-5842.284,1751.275,-6464.626
4,2013,35,6,41,7,1679,-5936.287,1700.555,-5791.054
5,2013,35,8,20,45,1679,2871.255,-739.674,1843.75
6,2013,35,8,22,52,1679,3175.963,-772.339,1599.878
7,2013,35,8,39,29,1679,4844.112,-869.773,-535.864
8,2013,35,8,41,49,1679,4995.241,-867.373,-839.988
1,2013,35,13,12,11,1680,-3174.09,1852.439,-11288.04
2,2013,35,13,13,22,1680,-3224.424,1858.694,-11245.694
3,2013,35,14,21,32,1680,-5560.788,1968.109,-7447.644
4,2013,35,14,44,53,1680,-5914.106,1841.134,-5453.435
5,2013,35,16,20,14,1680,2754.558,-808.032,1913.735
6,2013,35,16,24,51,1680,3402.055,-894.27,1374.804
7,2013,35,16,33,31,1680,4339.783,-985.315,263.473
8,2013,35,16,37,10,1680,4642.294,-1002.289,-216.435
1,2013,35,20,43,58,1681,-1863.332,1724.833,-12082.553
2,2013,35,20,50,51,1681,-2175.569,1783.303,-11927.947
3,2013,35,22,42,12,1681,-5833.859,2031.75,-5714.685
4,2013,35,22,50,10,1681,-5882.147,1965.994,-4957.805
5,2013,36,0,23,15,1681,3148.714,-957.311,1582.028
6,2013,36,0,24,48,1681,3354.223,-989.197,1395.277
7,2013,36,0,42,33,1681,4969.302,-1154.23,-903.833
8,2013,36,0,43,5,1681,5000.829,-1154.973,-972.833
1,2013,36,4,43,43,1682,-1792.177,1774.307,-12090.508
2,2013,36,4,57,12,1682,-2396.642,1903.666,-11767.466
3,2013,36,6,36,31,1682,-5702.545,2235.684,-6236.308
4,2013,36,6,45,6,1682,-5794.02,2180.487,-5456.831
5,2013,36,8,25,53,1682,3446.017,-1108.597,1276.469
6,2013,36,8,28,51,1682,3791.142,-1166.308,901.704
7,2013,36,8,39,59,1682,4763.352,-1287.422,-553.944
8,2013,36,8,52,18,1682,5393.054,-1301.237,-2120.82
1,2013,36,11,52,35,1683,629.477,1161.766,-12481.488
2,2013,36,12,50,54,1683,-2052.301,1904.693,-11933.379
3,2013,36,14,40,9,1683,-5676.997,2383.659,-5924.9
4,2013,36,14,48,13,1683,-5744.668,2326.099,-5172.319
5,2013,36,16,21,27,1683,2803.067,-1076.605,1817.83
6,2013,36,16,27,36,1683,3602.389,-1248.339,1076.375
7,2013,36,16,50,7,1683,5263.238,-1461.778,-1835
8,2013,36,16,51,1,1683,5299.797,-1461.481,-1946.882
1,2013,36,20,34,15,1684,-1239.567,1749.225,-12266.252
2,2013,36,21,3,11,1684,-2521.521,2106.849,-11602.487
3,2013,36,22,32,28,1684,-5490.093,2584.909,-6607.371
4,2013,36,22,48,53,1684,-5674.005,2491.221,-5120.542
5,2013,37,0,26,4,1684,3368.748,-1309.959,1283.691
6,2013,37,0,29,59,1684,3811.758,-1410.261,787.168
7,2013,37,0,53,42,1684,5349.876,-1618.636,-2261.138
8,2013,37,0,54,50,1684,5387.763,-1617.165,-2398.758
1,2013,37,4,43,39,1685,-1597.212,1919.359,-12100.457
2,2013,37,5,0,6,1685,-2316.411,2140.781,-11697.87
3,2013,37,6,26,2,1685,-5284.845,2759.667,-7146.663
4,2013,37,6,34,48,1685,-5443.649,2741.951,-6419.944
5,2013,37,8,27,11,1685,3446.678,-1442.737,1159.698
6,2013,37,8,28,32,1685,3599.916,-1482.547,988.937
7,2013,37,8,45,1,1685,4913.71,-1750.948,-1157.533
8,2013,37,8,45,42,1685,4950.067,-1755.373,-1245.06
1,2013,37,13,3,24,1686,-2381.412,2253.827,-11604.619
2,2013,37,13,8,50,1686,-2609.154,2327.132,-11431.789
3,2013,37,14,39,32,1686,-5421.206,2889.062,-6016.445
4,2013,37,14,54,38,1686,-5526.351,2777.048,-4577.593
5,2013,37,16,27,22,1686,3408.795,-1549.41,1152.229
6,2013,37,16,30,8,1686,3710.965,-1636.388,799.79
7,2013,37,16,40,55,1686,4607.914,-1855.182,-610.43
8,2013,37,16,44,20,1686,4814.751,-1892.916,-1053.288
1,2013,37,21,18,58,1687,-2939.534,2544.142,-11073.051
2,2013,37,21,35,46,1687,-3586.089,2750.514,-10346.52
3,2013,37,22,35,6,1687,-5263.176,3067.799,-6417.638
4,2013,37,22,42,53,1687,-5366.287,3038.279,-5724.869
5,2013,38,0,25,17,1687,3097.256,-1565.159,1425.185
6,2013,38,0,30,11,1687,3652.035,-1747.607,809.355
7,2013,38,0,37,8,1687,4272.812,-1927.774,-98.5
8,2013,38,0,42,9,1687,4619.693,-2012.164,-754.492
1,2013,38,5,24,6,1688,-3051.379,2704.832,-10873.749
2,2013,38,5,31,41,1688,-3340.006,2806.709,-10544.299
3,2013,38,6,46,38,1688,-5301.946,3182.032,-5387.835
4,2013,38,6,52,54,1688,-5337.361,3131.651,-4778.875
5,2013,38,8,26,16,1688,3151.484,-1700.003,1320.205
6,2013,38,8,28,51,1688,3444.019,-1806.839,996.305
7,2013,38,8,40,2,1688,4411.168,-2116.948,-461.752
8,2013,38,8,44,44,1688,4698.501,-2189.429,-1071.682
1,2013,38,13,4,53,1689,-2196.894,2481.455,-11572.805
2,2013,38,13,15,23,1689,-2617.919,2659.091,-11218.827
3,2013,38,14,46,15,1689,-5193.379,3349.262,-5437.355
4,2013,38,14,55,47,1689,-5240.725,3268.623,-4502.426
5,2013,38,16,26,28,1689,3105.79,-1801.985,1311.23
6,2013,38,16,29,55,1689,3484.431,-1952.653,876.377
7,2013,38,16,34,9,1689,3883.766,-2101.251,326.733
8,2013,38,16,46,5,1689,4693.163,-2352.631,-1227.922
1,2013,38,21,1,13,1690,-1960.672,2476.745,-11687.097
2,2013,38,21,30,1,1690,-3079.484,2980.015,-10632.809
3,2013,38,22,51,0,1690,-5116.353,3479.313,-4994.328
4,2013,38,22,55,28,1690,-5132.35,3437.185,-4548.913
5,2013,39,0,21,0,1690,2331.077,-1567.137,1962.742
6,2013,39,0,21,31,1690,2403.245,-1601.744,1906.593
7,2013,39,0,30,42,1690,3486.93,-2090.067,792.275
8,2013,39,0,38,4,1690,4115.614,-2336.956,-169.937
1,2013,39,5,37,27,1691,-3240.451,3193.592,-10294.089
2,2013,39,5,37,56,1691,-3257.407,3201.063,-10270.536
3,2013,39,6,50,21,1691,-4996.035,3646.511,-5071.762
4,2013,39,6,56,27,1691,-5019.589,3589.553,-4463.24
5,2013,39,8,25,53,1691,2888.756,-1949.529,1414.229
6,2013,39,8,27,38,1691,3087.817,-2046.031,1198.402
7,2013,39,8,35,18,1691,3817.397,-2376.547,210.303
8,2013,39,8,38,51,1691,4086.002,-2486.27,-255.323
1,2013,39,13,32,52,1692,-2967.266,3215.093,-10517.883
2,2013,39,14,0,10,1692,-3862.334,3620.279,-9047.911
3,2013,39,14,54,16,1692,-4893.379,3773.101,-4698.909
4,2013,39,15,0,21,1692,-4899.222,3702.037,-4073.648
5,2013,39,16,24,44,1692,2673.416,-1961.222,1568.078
6,2013,39,16,29,46,1692,3229.612,-2252.165,945.468
7,2013,39,16,37,56,1692,3930.107,-2585.083,-117.702
8,2013,39,16,41,24,1692,4163.696,-2684.233,-571.198
1,2013,39,21,33,18,1693,-2868.047,3314.454,-10505.096
2,2013,39,21,40,39,1693,-3119.37,3445.862,-10151.161
3,2013,39,22,42,32,1693,-4667.565,3999.569,-5835.644
4,2013,39,22,45,15,1693,-4698.611,3990.727,-5585.335
5,2013,40,0,25,29,1693,2681.344,-2090.093,1494.139
6,2013,40,0,26,54,1693,2841.868,-2182.121,1321.797
7,2013,40,0,34,47,1693,3594.048,-2588.555,312.716
8,2013,40,0,42,34,1693,4137.251,-2846.541,-705.475
