Boundary number,Yr_pass,Day_orbit,Hour,Minute,Second,Orbit_number,X_MSO (km),Y_MSO (km),Z_MSO (km)
7,2013,3,18,25,49,1584,-1530.194,3562.73,-10488.276
8,2013,3,18,46,41,1584,-1512.42,2660.811,-11344.356
1,2013,3,22,34,10,1585,76.443,-6271.256,-5774.179
2,2013,3,22,49,38,1585,229.275,-6256.026,-4282.123
3,2013,3,23,24,9,1585,507.324,-5007.308,-309.144
4,2013,3,23,26,14,1585,517.072,-4845.272,-48.37
5,2013,4,0,38,50,1585,-689.06,5166.447,-1372.891
6,2013,4,0,52,37,1585,-911.512,5594.688,-3076.224
7,2013,4,1,49,39,1585,-1390.182,4914.349,-8372.676
8,2013,4,2,42,4,1585,-1472.85,2892.687,-11174.711
1,2013,4,6,56,12,1586,191.86,-6176.663,-3597.514
2,2013,4,7,1,42,1586,243.916,-6063.555,-2994.491
3,2013,4,7,31,14,1586,462.889,-4407.557,571.126
4,2013,4,7,32,56,1586,468.935,-4233.482,781.42
5,2013,4,8,31,39,1586,-470.163,4763.89,-424.748
6,2013,4,8,39,19,1586,-613.572,5197.465,-1429.925
7,2013,4,9,43,5,1586,-1278.001,5129.182,-7891.663
8,2013,4,9,56,36,1586,-1340.185,4715.587,-8842.568
1,2013,4,14,49,13,1587,22.779,-6263.727,-4333.719
2,2013,4,15,0,1,1587,129.444,-6106.433,-3186.396
3,2013,4,15,24,21,1587,346.693,-5012.08,-294.837
4,2013,4,15,28,14,1587,373.625,-4697.689,191.438
5,2013,4,16,35,24,1587,-461.429,5003.59,-914.899
6,2013,4,16,53,2,1587,-735.418,5627.461,-3115.325
7,2013,4,17,46,16,1587,-1212.913,5060.503,-8124.11
8,2013,4,18,17,15,1587,-1336.296,3984.804,-10056.125
1,2013,4,22,39,52,1588,-171.809,-6289.748,-5258.123
2,2013,4,22,47,28,1588,-96.117,-6275.145,-4515.552
3,2013,4,23,22,4,1588,245.546,-5181.929,-585.179
4,2013,4,23,28,8,1588,296.792,-4715.394,173.509
5,2013,5,0,34,53,1588,-371.313,4978.034,-841.411
6,2013,5,0,41,56,1588,-485.704,5323.825,-1753.691
7,2013,5,1,24,43,1588,-978.692,5582.275,-6375.683
8,2013,5,1,38,12,1588,-1079.907,5298.728,-7508.97
1,2013,5,6,58,24,1589,-85.12,-6141.51,-3373.542
2,2013,5,7,12,30,1589,63.043,-5711.916,-1759.832
3,2013,5,7,26,24,1589,204.055,-4868.072,-48.98
4,2013,5,7,27,51,1589,217.747,-4747.495,132.67
5,2013,5,8,38,51,1589,-352.762,5193.421,-1353.382
6,2013,5,8,41,0,1589,-385.363,5290.749,-1629.516
7,2013,5,9,27,45,1589,-913.772,5545.021,-6639.355
8,2013,5,9,29,33,1589,-928.423,5510.47,-6794.632
1,2013,5,15,3,51,1590,-125.44,-6015.313,-2772.371
2,2013,5,15,7,5,1590,-89.829,-5918.778,-2402.173
3,2013,5,15,28,34,1590,148.385,-4691.871,216.941
4,2013,5,15,33,36,1590,200.281,-4201.488,842.261
5,2013,5,16,33,59,1590,-195.748,4927.631,-711.506
6,2013,5,16,40,55,1590,-298.232,5290.992,-1613.331
7,2013,5,17,23,59,1590,-791.056,5624.674,-6301.997
8,2013,5,17,35,38,1590,-888.279,5395.14,-7296.978
1,2013,5,22,46,53,1591,-406.738,-6265.908,-4587.562
2,2013,5,22,50,38,1591,-367.802,-6241.309,-4206.794
3,2013,5,23,18,39,1591,-48.357,-5407.389,-1024.338
4,2013,5,23,22,43,1591,1.086,-5152.002,-520.525
5,2013,6,0,38,54,1591,-184.624,5200.613,-1348.555
6,2013,6,0,49,7,1591,-320.271,5573.73,-2628.14
7,2013,6,1,58,10,1591,-965.172,4765.32,-8930.232
8,2013,6,2,18,4,1591,-1080.237,4039.118,-10089.353
1,2013,6,5,36,36,1592,-1047.325,-4876.713,-9884.258
2,2013,6,6,19,17,1592,-762.096,-6047.09,-7068.395
3,2013,6,7,23,37,1592,-70.676,-5091.589,-413.709
4,2013,6,7,26,39,1592,-30.052,-4862.199,-34.111
5,2013,6,8,30,3,1592,16.671,4651.713,-177.584
6,2013,6,8,35,13,1592,-51.792,5001.812,-862.495
7,2013,6,9,9,46,1592,-466.252,5785.369,-4927.354
8,2013,6,9,23,20,1592,-602.263,5659.138,-6235.082
1,2013,6,14,45,46,1593,-621.401,-6253.271,-4707.818
2,2013,6,14,57,6,1593,-498.226,-6147.905,-3534.125
3,2013,6,15,25,43,1593,-122.968,-4937.854,-156.59
4,2013,6,15,28,15,1593,-85.561,-4731.85,160.794
5,2013,6,16,38,43,1593,-13.274,5190.821,-1313.359
6,2013,6,16,45,14,1593,-92.556,5462.26,-2140.791
7,2013,6,17,32,13,1593,-594.177,5510.422,-7004.757
8,2013,6,17,55,6,1593,-786.885,4897.525,-8722.292
1,2013,6,22,24,46,1594,-915.187,-6105.639,-6628.188
2,2013,6,22,44,59,1594,-731.016,-6244.081,-4789.829
3,2013,6,23,15,8,1594,-363.626,-5588.584,-1469.935
4,2013,6,23,21,29,1594,-269.562,-5235.53,-690.609
5,2013,7,0,32,58,1594,136.087,4852.743,-553.414
6,2013,7,0,44,25,1594,5.706,5432.87,-2033.146
7,2013,7,1,41,13,1594,-587.745,5311.981,-7722.358
8,2013,7,1,43,55,1594,-611.816,5240.98,-7927.015
1,2013,7,6,18,36,1595,-1060.655,-5987.086,-7133.884
2,2013,7,6,32,59,1595,-946.318,-6185.818,-5921.607
3,2013,7,7,23,42,1595,-318.376,-5085.273,-420.147
4,2013,7,7,28,15,1595,-240.184,-4733.953,149.502
5,2013,7,8,32,51,1595,216.266,4839.145,-531.861
6,2013,7,8,39,13,1595,150.345,5209.244,-1366.053
7,2013,7,9,19,3,1595,-281.792,5739.197,-5825.761
8,2013,7,9,30,14,1595,-395.269,5568.75,-6829.246
1,2013,7,14,55,53,1596,-812.714,-6135.745,-3679.768
2,2013,7,14,58,7,1596,-785.418,-6101.363,-3438.997
3,2013,7,15,25,0,1596,-378.129,-4989.408,-263.307
4,2013,7,15,30,1,1596,-283.826,-4578.454,364.861
5,2013,7,16,31,57,1596,303.008,4769.338,-406.221
6,2013,7,16,36,25,1596,262.316,5055.234,-995.878
7,2013,7,17,15,19,1596,-148.707,5778.173,-5462.903
8,2013,7,17,17,51,1596,-175.618,5756.27,-5707.318
1,2013,7,22,37,25,1597,-1108.591,-6183.181,-5526.609
2,2013,7,22,50,35,1597,-975.076,-6177.015,-4240.468
3,2013,7,23,22,18,1597,-511.193,-5172.159,-606.181
4,2013,7,23,27,39,1597,-407.588,-4780.755,62.827
5,2013,8,0,28,31,1597,404.854,4493.875,57.57
6,2013,8,0,31,49,1597,381.767,4751.081,-382.126
7,2013,8,1,26,52,1597,-178.042,5640.845,-6529.107
8,2013,8,1,32,16,1597,-234.965,5542.011,-6992.549
1,2013,8,6,39,17,1598,-1192.415,-6173.041,-5356.885
2,2013,8,6,52,49,1598,-1050.103,-6141.882,-4014.056
3,2013,8,7,25,49,1598,-525.001,-4920.533,-172.76
4,2013,8,7,32,19,1598,-382.152,-4358.401,639.603
5,2013,8,8,29,36,1598,472.398,4572.123,-80.5
6,2013,8,8,34,14,1598,443.156,4906.033,-696.041
7,2013,8,9,9,26,1598,103.902,5806.61,-4863.539
8,2013,8,9,28,8,1598,-99.639,5623.189,-6635.441
1,2013,8,14,39,30,1599,-1291.314,-6153.088,-5341.135
2,2013,8,14,51,30,1599,-1166.169,-6135.284,-4155.982
3,2013,8,15,23,5,1599,-664.819,-5107.293,-520.361
4,2013,8,15,25,13,1599,-619.217,-4958.907,-253.809
9,2013,8,15,49,42,1599,31.018,-1947.737,2502.619
10,2013,9,6,19,50,1600,-1634.793,-5869.724,-7059.548
1,2013,9,6,45,23,1601,-1435.282,-6117.921,-4783.949
2,2013,9,6,58,52,1601,-1272.274,-6007.329,-3383.951
3,2013,9,7,23,11,1601,-831.112,-5082.227,-520.099
4,2013,9,7,29,57,1601,-663.178,-4566.093,326.874
5,2013,9,8,23,26,1601,693.084,3956.908,757.615
6,2013,9,8,34,49,1601,681.058,4907.299,-753.037
7,2013,9,8,56,7,1601,526.021,5697.731,-3396.812
8,2013,9,9,7,0,1601,415.624,5794.609,-4594.172
1,2013,9,14,27,8,1602,-1688.419,-5960.35,-6462.277
2,2013,9,14,45,56,1602,-1530.113,-6092.628,-4734.776
3,2013,9,15,16,10,1602,-1072.672,-5461.812,-1391.015
4,2013,9,15,26,15,1602,-838.728,-4857.124,-142.866
5,2013,9,16,28,19,1602,769.813,4409.484,117.474
6,2013,9,16,33,53,1602,764.157,4832.062,-622.92
7,2013,9,17,0,12,1602,580.797,5743.876,-3852.687
8,2013,9,17,9,31,1602,483.944,5789.943,-4850.167
1,2013,9,22,21,30,1603,-1818.65,-5839.951,-6934.238
2,2013,9,22,28,30,1603,-1777.696,-5949.257,-6350.192
3,2013,9,23,21,19,1603,-1045.83,-5173.782,-764.922
4,2013,9,23,28,40,1603,-852.514,-4658.124,153.592
5,2013,10,0,27,56,1603,841.197,4358.752,175.688
6,2013,10,0,39,3,1603,829.283,5119.794,-1292.379
7,2013,10,1,7,21,1603,602.821,5779.834,-4619.171
8,2013,10,1,26,18,1603,385.123,5648.791,-6450.163
1,2013,10,6,14,17,1604,-1945.32,-5663.905,-7504.999
2,2013,10,6,42,19,1604,-1767.015,-6033.939,-5098.259
3,2013,10,7,18,31,1604,-1200.092,-5312.998,-1116.924
4,2013,10,7,25,33,1604,-1020.247,-4884.412,-243.563
5,2013,10,8,32,25,1604,922.54,4696.683,-414.116
6,2013,10,8,41,6,1604,906.354,5203.807,-1549.141
7,2013,10,9,7,52,1604,692.955,5770.881,-4667.191
8,2013,10,9,23,16,1604,515.926,5684.018,-6172.083
1,2013,10,14,3,1,1605,-2063.955,-5352.308,-8323.345
2,2013,10,14,27,44,1605,-1978.012,-5873.721,-6425.541
3,2013,10,15,13,23,1605,-1406.071,-5526.613,-1745.85
4,2013,10,15,22,19,1605,-1191.924,-5082.367,-653.914
5,2013,10,16,29,35,1605,991.709,4460.15,-29.633
6,2013,10,16,37,26,1605,1000.787,4997.606,-1067.811
7,2013,10,17,1,48,1605,850.113,5725.154,-4010.617
8,2013,10,17,12,30,1605,737.96,5757.736,-5135.58
1,2013,10,22,3,34,1606,-2151.737,-5329.677,-8289.666
2,2013,10,22,21,49,1606,-2104.68,-5742.938,-6922.615
3,2013,10,23,8,48,1606,-1593.81,-5662.813,-2293.642
4,2013,10,23,16,39,1606,-1423.263,-5365.292,-1358.328
5,2013,11,0,27,37,1606,1052.79,4270.703,239.839
6,2013,11,0,42,10,1606,1075.33,5215.596,-1670.69
7,2013,11,1,13,37,1606,821.11,5742.438,-5241.068
8,2013,11,1,21,29,1606,727.185,5686.916,-5996.867
1,2013,11,6,17,13,1607,-2216.086,-5616.34,-7292.985
2,2013,11,6,31,30,1607,-2149.893,-5851.298,-6109.495
3,2013,11,7,14,5,1607,-1574.603,-5452.798,-1675.303
4,2013,11,7,21,38,1607,-1381.864,-5086.001,-752.468
5,2013,11,8,29,9,1607,1135.342,4380.849,43.175
6,2013,11,8,33,58,1607,1159.697,4742.443,-597.088
7,2013,11,9,10,3,1607,957.008,5734.646,-4874.528
8,2013,11,9,18,7,1607,863.796,5705.102,-5673.946
1,2013,11,14,5,17,1608,-2327.057,-5295.516,-8179.016
2,2013,11,14,34,36,1608,-2226.895,-5847.153,-5838.727
3,2013,11,15,16,7,1608,-1616.688,-5342.829,-1436.725
4,2013,11,15,25,52,1608,-1337.613,-4797.748,-231.193
5,2013,11,16,31,35,1608,1225.838,4550.046,-273.211
6,2013,11,16,34,42,1608,1241.187,4767.636,-686.321
7,2013,11,17,0,38,1608,1146.142,5663.856,-3861.614
8,2013,11,17,20,10,1608,934.035,5675.122,-5862.304
1,2013,11,22,3,25,1609,-2414.405,-5203.507,-8312.767
2,2013,11,22,10,36,1609,-2412.727,-5386.824,-7802.624
3,2013,11,23,1,30,1609,-2015.959,-5747.622,-3143.225
4,2013,11,23,13,42,1609,-1767.098,-5415.506,-1734.963
5,2013,12,0,32,43,1609,1309.279,4608.078,-415.969
6,2013,12,0,34,47,1609,1320.82,4748.485,-689.503
7,2013,12,1,14,4,1609,1103.824,5696.413,-5267.161
8,2013,12,1,16,44,1609,1072.101,5684.644,-5528.61
1,2013,12,5,51,0,1610,-2475.625,-4795.233,-9121.174
2,2013,12,6,9,16,1610,-2502.883,-5310.692,-7904.453
3,2013,12,7,7,9,1610,-2006.184,-5593.077,-2511.389
4,2013,12,7,17,15,1610,-1766.552,-5239.825,-1312.906
5,2013,12,8,29,20,1610,1353.726,4321.103,42.001
6,2013,12,8,35,53,1610,1405.803,4792.008,-826.533
7,2013,12,9,3,18,1610,1312.86,5650.335,-4141.146
8,2013,12,9,3,39,1610,1309.65,5653.294,-4179.179
1,2013,12,13,52,58,1611,-2562.129,-4810.929,-9004.268
2,2013,12,14,28,42,1611,-2550.544,-5650.276,-6374.114
3,2013,12,15,14,51,1611,-1920.637,-5312.378,-1610.897
4,2013,12,15,27,36,1611,-1518.737,-4613.851,-35.27
5,2013,12,16,30,57,1611,1444.724,4423.107,-165.297
6,2013,12,16,39,3,1611,1500.372,4945.644,-1232.014
7,2013,12,16,55,56,1611,1465.139,5526.366,-3307.498
8,2013,12,17,5,24,1611,1388.874,5643.925,-4360.797
1,2013,12,22,38,59,1612,-2583.84,-5717.529,-5459.483
2,2013,12,22,55,12,1612,-2406.855,-5716.703,-3845.621
3,2013,12,23,22,57,1612,-1766.855,-4891.985,-624.55
4,2013,12,23,28,34,1612,-1560.402,-4520.681,78.582
5,2013,13,0,24,2,1612,1401.674,3769.137,759.735
6,2013,13,0,24,57,1612,1421.129,3862.997,639.422
7,2013,13,0,44,42,1612,1594.839,5177.176,-1944.887
8,2013,13,0,45,9,1612,1594.771,5194.756,-2001.26
1,2013,13,5,35,51,1613,-2622.04,-4146.213,-9986.246
2,2013,13,6,18,7,1613,-2766.801,-5369.913,-7252.619
3,2013,13,7,5,16,1613,-2328.965,-5530.093,-2747.832
4,2013,13,7,16,38,1613,-2051.61,-5176.409,-1409.928
5,2013,13,8,30,20,1613,1583.273,4315.212,-66.676
6,2013,13,8,34,49,1613,1636.072,4638.017,-661.524
7,2013,13,9,9,35,1613,1538.709,5613.911,-4786.568
8,2013,13,9,11,27,1613,1518.463,5616.393,-4977.891
1,2013,13,13,47,13,1614,-2769.424,-4483.259,-9363.328
2,2013,13,14,20,32,1614,-2854.626,-5368.026,-7066.941
3,2013,13,15,4,56,1614,-2430.372,-5497.309,-2792.938
4,2013,13,15,15,59,1614,-2159.739,-5169.344,-1496.392
5,2013,13,16,28,36,1614,1625.849,4140.189,172.536
6,2013,13,16,39,13,1614,1749.857,4864.13,-1228.732
7,2013,13,17,10,8,1614,1628.992,5589.106,-4836.139
8,2013,13,17,17,25,1614,1543.835,5577.98,-5562.268
1,2013,13,21,48,31,1615,-2852.776,-4473.628,-9291.051
2,2013,13,21,52,20,1615,-2875.38,-4593.512,-9060.609
3,2013,13,23,2,38,1615,-2570.674,-5497.796,-3058.868
4,2013,13,23,14,12,1615,-2300.345,-5200.758,-1719.029
5,2013,14,0,38,5,1615,1823.83,4769.442,-1072.841
6,2013,14,0,46,20,1615,1859.276,5146.322,-2124.061
7,2013,14,1,0,58,1615,1807.808,5494.531,-3847.719
8,2013,14,1,5,29,1615,1770.911,5539.574,-4340.622
1,2013,14,5,30,2,1616,-2771.817,-3786.935,-10288.754
2,2013,14,5,53,40,1616,-2960.528,-4580.898,-8982.5
3,2013,14,7,3,45,1616,-2643.099,-5434.33,-2941.232
4,2013,14,7,9,24,1616,-2517.269,-5309.831,-2294.425
5,2013,14,8,32,31,1616,1836.557,4380.504,-331.108
6,2013,14,8,34,47,1616,1868.872,4535.701,-631.239
7,2013,14,9,3,35,1616,1882.593,5492.604,-4127.967
8,2013,14,9,11,36,1616,1805.292,5534.602,-4971.751
1,2013,14,13,41,11,1617,-2942.948,-4125.519,-9717.322
2,2013,14,13,58,16,1617,-3064.849,-4661.801,-8694.008
3,2013,14,15,8,59,1617,-2619.619,-5277.489,-2350.51
4,2013,14,15,24,29,1617,-2127.186,-4652.269,-472.184
5,2013,14,16,27,57,1617,1817.197,3980.528,284.744
6,2013,14,16,31,28,1617,1892.029,4266.995,-182.914
7,2013,14,17,10,41,1617,1911.259,5502.167,-4870.92
8,2013,14,17,10,47,1617,1910.19,5502.383,-4881.17
1,2013,14,21,26,38,1618,-2858.565,-3557.225,-10457.072
2,2013,14,21,38,10,1618,-2983.345,-3967.804,-9883.908
3,2013,14,23,2,1,1618,-2865.348,-5368.134,-3149.574
4,2013,14,23,7,50,1618,-2739.548,-5259.874,-2491.37
5,2013,15,0,32,0,1618,1974.786,4269.102,-244.921
6,2013,15,0,41,3,1618,2094.077,4814.59,-1430.709
7,2013,15,1,14,11,1618,1967.881,5472.038,-5217.243
8,2013,15,1,18,1,1618,1920.282,5462.289,-5592.465
1,2013,15,5,33,26,1619,-2998.589,-3747.252,-10132.1
2,2013,15,5,52,45,1619,-3182.992,-4383.495,-9052.956
3,2013,15,7,4,14,1619,-2913.387,-5283.312,-2909.389
4,2013,15,7,8,38,1619,-2811.813,-5193.994,-2406.607
5,2013,15,8,28,24,1619,1962.905,3944.092,242.596
6,2013,15,8,39,0,1619,2156.587,4670.875,-1157.16
7,2013,15,9,0,3,1619,2190.659,5344.238,-3713.988
8,2013,15,9,10,42,1619,2102.735,5434.624,-4857.799
1,2013,15,13,52,50,1620,-3258.115,-4326.408,-9052.428
2,2013,15,14,11,40,1620,-3369.954,-4837.559,-7780.185
3,2013,15,15,3,30,1620,-3021.49,-5244.002,-2999.351
4,2013,15,15,12,14,1620,-2806.179,-5051.434,-1992.531
5,2013,15,16,30,16,1620,2079.166,4057.752,3.344
6,2013,15,16,35,18,1620,2183.595,4414.482,-663.985
7,2013,15,17,15,37,1620,2142.377,5401.333,-5344.626
8,2013,15,17,15,44,1620,2140.942,5401.145,-5356.1
1,2013,15,21,53,32,1621,-3337.853,-4286.245,-9013.832
2,2013,15,22,11,59,1621,-3454.213,-4782.454,-7762.319
3,2013,15,23,5,13,1621,-3076.095,-5162.648,-2813.724
4,2013,15,23,10,45,1621,-2937.587,-5043.154,-2175.441
5,2013,16,0,25,34,1621,2003.478,3606.81,635.035
6,2013,16,0,34,35,1621,2246.227,4326.058,-560.3
7,2013,16,0,59,6,1621,2382.186,5249.33,-3590.683
8,2013,16,0,59,16,1621,2381.424,5252.055,-3609.532
1,2013,16,5,46,1,1622,-3336.259,-3991.692,-9467.358
2,2013,16,6,14,26,1622,-3546.127,-4774.416,-7585.185
3,2013,16,6,42,53,1622,-3497.032,-5204.478,-5155.934
4,2013,16,7,5,36,1622,-3158.581,-5101.639,-2778.138
5,2013,16,8,27,25,1622,2129.926,3735.354,399.962
6,2013,16,8,30,22,1622,2219.884,3980.904,8.326
7,2013,16,9,1,1,1622,2465.812,5235.947,-3797.7
8,2013,16,9,1,7,1622,2465.275,5237.359,-3808.844
1,2013,16,13,33,28,1623,-3246.253,-3513.068,-10145.984
2,2013,16,13,36,20,1623,-3285.041,-3610.959,-10000.046
3,2013,16,15,3,47,1623,-3290.343,-5074.193,-2990.962
4,2013,16,15,13,45,1623,-3026.609,-4857.024,-1836.504
5,2013,16,16,26,9,1623,2147.241,3577.218,576.295
6,2013,16,16,28,27,1623,2228.747,3780.97,272.118
7,2013,16,16,55,33,1623,2576.768,5093.427,-3166.139
8,2013,16,16,55,58,1623,2576.13,5102.35,-3214.602
1,2013,16,21,52,25,1624,-3543.32,-4059.858,-9097.003
2,2013,16,22,15,18,1624,-3714.11,-4659.562,-7531.156
3,2013,16,23,8,22,1624,-3270.379,-4936.538,-2477.321
4,2013,16,23,18,51,1624,-2935.549,-4631.6,-1227.778
5,2013,17,0,24,17,1624,2129.575,3353.586,829.946
6,2013,17,0,25,25,1624,2178.208,3463.998,681.876
7,2013,17,0,45,46,1624,2635.663,4756.162,-1974.904
8,2013,17,0,46,30,1624,2641.204,4783.71,-2066.384
1,2013,17,5,33,33,1625,-3365.817,-3390.077,-10149.888
2,2013,17,5,46,46,1625,-3547.194,-3820.687,-9437.826
3,2013,17,7,15,23,1625,-3146.535,-4700.279,-1657.456
4,2013,17,7,24,26,1625,-2781.168,-4334.753,-544.868
5,2013,17,8,22,24,1625,2094.396,3115.031,1081.964
6,2013,17,8,24,19,1625,2187.792,3312.114,834.734
7,2013,17,8,46,13,1625,2723.867,4723.472,-2021.878
8,2013,17,8,50,41,1625,2750.219,4872.413,-2570.582
1,2013,17,13,44,10,1626,-3578.64,-3671.574,-9590.525
2,2013,17,13,52,45,1626,-3686.105,-3933.14,-9086.363
3,2013,17,15,16,40,1626,-3186.553,-4603.938,-1510.922
4,2013,17,15,23,25,1626,-2909.038,-4336.097,-680.382
5,2013,17,16,18,59,1626,1946.717,2683.218,1516.669
6,2013,17,16,30,34,1626,2496.567,3809.559,19.344
7,2013,17,16,43,2,1626,2773.568,4543.018,-1611.45
8,2013,17,16,49,2,1626,2829.077,4770.024,-2360.713
1,2013,17,21,30,34,1627,-3431.03,-3158.219,-10304.614
2,2013,17,22,5,44,1627,-3888.417,-4217.882,-8243.189
3,2013,17,22,50,26,1627,-3874.358,-4897.282,-4447.722
4,2013,17,23,16,34,1627,-3274.837,-4550.602,-1531.666
5,2013,18,0,26,2,1627,2381.363,3381.096,628.933
6,2013,18,0,28,39,1627,2491.999,3607.845,283.433
7,2013,18,0,50,51,1627,2925.159,4772.631,-2572.411
8,2013,18,1,3,41,1627,2915.407,5030.717,-4050.016
1,2013,18,5,31,41,1628,-3504.358,-3128.898,-10254.431
2,2013,18,5,54,52,1628,-3847.582,-3851.041,-8965.33
3,2013,18,7,9,6,1628,-3601.831,-4677.585,-2425.776
4,2013,18,7,15,12,1628,-3408.595,-4532.895,-1705.246
5,2013,18,8,25,44,1628,2425.024,3304.127,677.783
6,2013,18,8,29,52,1628,2602.462,3653.725,131.697
7,2013,18,8,45,34,1628,2967.95,4538.803,-1912.37
8,2013,18,8,53,38,1628,3022.709,4793.053,-2896.315
1,2013,18,13,33,41,1629,-3593.363,-3126.497,-10159.745
2,2013,18,14,8,2,1629,-4056.253,-4124.425,-8093.17
3,2013,18,14,53,9,1629,-4015.548,-4752.927,-4184.793
4,2013,18,15,11,49,1629,-3606.595,-4556.331,-2116.684
5,2013,18,16,23,53,1629,2384.37,3078.446,928.09
6,2013,18,16,29,4,1629,2633.935,3537.983,247.562
7,2013,18,16,36,9,1629,2872.152,4027.094,-690.551
8,2013,18,16,54,11,1629,3111.816,4749.681,-2952.181
1,2013,18,21,42,48,1630,-3803.648,-3345.153,-9685.003
2,2013,18,21,53,42,1630,-3965.548,-3668.064,-9048.026
3,2013,18,22,55,24,1630,-4069.628,-4674.905,-3957.896
4,2013,18,23,15,19,1630,-3571.925,-4404.768,-1708.639
5,2013,19,0,27,8,1630,2607.714,3324.691,513.022
6,2013,19,0,28,45,1630,2682.002,3458.696,299.364
7,2013,19,0,42,19,1630,3082.252,4288.085,-1481.388
8,2013,19,0,59,26,1630,3203.337,4800.116,-3550.436
1,2013,19,5,31,30,1631,-3658.441,-2913.766,-10275.689
2,2013,19,5,42,51,1631,-3862.714,-3272.276,-9686.889
3,2013,19,6,49,50,1631,-4228.725,-4595.665,-4539.201
4,2013,19,6,59,50,1631,-4079.009,-4580.558,-3491.894
5,2013,19,8,25,19,1631,2570.278,3110.372,761.131
6,2013,19,8,27,46,1631,2696.495,3323.505,439.337
7,2013,19,8,40,57,1631,3133.573,4164.968,-1295.994
8,2013,19,8,55,56,1631,3290.728,4670.5,-3138.878
1,2013,19,13,16,16,1632,-3384.953,-2333.842,-10955.108
2,2013,19,13,30,13,1632,-3683.073,-2800.03,-10341.707
3,2013,19,15,1,32,1632,-4129.869,-4492.481,-3314.337
4,2013,19,15,10,43,1632,-3893.316,-4374.021,-2271.893
5,2013,19,16,23,8,1632,2492.268,2849.983,1053.04
6,2013,19,16,29,34,1632,2840.005,3410.102,211.085
7,2013,19,16,50,0,1632,3344.203,4451.917,-2421.971
8,2013,19,16,54,53,1632,3374.391,4583.749,-3006.61
1,2013,19,21,2,33,1633,-3090.563,-1791.392,-11458.109
2,2013,19,21,20,17,1633,-3516.302,-2401.45,-10793.141
3,2013,19,22,51,11,1633,-4381.438,-4436.914,-4418.161
4,2013,19,23,3,54,1633,-4161.443,-4394.728,-3060.363
5,2013,20,0,28,14,1633,2835.635,3247.582,397.65
6,2013,20,0,32,10,1633,3013.172,3538.469,-123.682
7,2013,20,0,50,58,1633,3435.643,4415.899,-2529.674
8,2013,20,0,54,39,1633,3459.079,4513.307,-2969.66
1,2013,20,4,44,55,1634,-2640.681,-1104.538,-11957.317
2,2013,20,5,25,40,1634,-3679.408,-2506.984,-10561.436
3,2013,20,6,27,44,1634,-4553.115,-4115.481,-6600.888
4,2013,20,6,45,47,1634,-4516.122,-4328.16,-4963.952
5,2013,20,8,30,4,1634,2983.584,3328.415,165.065
6,2013,20,8,39,37,1634,3325.853,3910.123,-1093.281
7,2013,20,8,55,51,1634,3549.057,4474.024,-3100.944
8,2013,20,9,2,28,1634,3552.393,4594.931,-3854.076
1,2013,20,12,11,28,1635,-1637.452,150.454,-12465.467
2,2013,20,12,53,37,1635,-2903.791,-1356.244,-11735.009
3,2013,20,14,22,57,1635,-4607.288,-3943.374,-7001.384
4,2013,20,14,54,14,1635,-4506.359,-4271.983,-4120.29
5,2013,20,16,29,32,1635,3016.668,3227.126,245.91
6,2013,20,16,33,0,1635,3174.367,3468.3,-213.691
7,2013,20,17,1,9,1635,3641.997,4506.279,-3698.165
8,2013,20,17,1,31,1635,3641.593,4512.088,-3739.201
1,2013,20,21,9,25,1636,-3358.888,-1831.641,-11230.133
2,2013,20,21,28,3,1636,-3819.752,-2433.064,-10460.124
3,2013,20,22,47,24,1636,-4663.455,-4161.585,-4820.82
4,2013,20,22,49,28,1636,-4644.303,-4172.155,-4615.261
5,2013,21,0,26,30,1636,2903.994,2926.495,655.976
6,2013,21,0,30,0,1636,3098.102,3198.161,194.349
7,2013,21,0,53,51,1636,3706.083,4286.634,-2846.271
8,2013,21,0,56,7,1636,3718.921,4339.805,-3113.029
1,2013,21,5,1,47,1637,-3178.764,-1511.006,-11494.444
2,2013,21,5,13,56,1637,-3509.354,-1910.161,-11064.207
3,2013,21,6,46,41,1637,-4747.74,-4065.873,-4899.083
4,2013,21,6,52,30,1637,-4689.385,-4092.259,-4315.54
5,2013,21,8,26,1,1637,2924.787,2824.569,729.249
6,2013,21,8,28,24,1637,3068.642,3014.965,416.227
7,2013,21,8,41,42,1637,3596.194,3800.773,-1331.706
8,2013,21,8,47,38,1637,3716.818,4031.561,-2081.583
1,2013,21,13,31,36,1638,-3987.443,-2384.458,-10300.03
2,2013,21,13,57,4,1638,-4505.892,-3093.479,-8879.368
3,2013,21,14,48,28,1638,-4810.177,-3983.352,-4730.803
4,2013,21,14,55,58,1638,-4719.526,-4005.335,-3963.279
5,2013,21,16,20,33,1638,2560.104,2261.565,1433.825
6,2013,21,16,23,53,1638,2825.694,2578.472,1015.357
7,2013,21,16,33,52,1638,3398.643,3320.825,-297.367
8,2013,21,16,37,37,1638,3543.937,3532.121,-791.299
1,2013,21,21,48,32,1639,-4402.944,-2780.642,-9403.314
2,2013,21,21,53,49,1639,-4504.049,-2919.765,-9087.473
3,2013,21,22,55,43,1639,-4800.547,-3912.191,-3997.751
4,2013,21,22,57,44,1639,-4768.148,-3911.965,-3784.291
5,2013,22,0,18,40,1639,2423.716,2011.023,1668.916
6,2013,22,0,21,34,1639,2685.213,2303.686,1317.862
